date,product_id,product_category,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days,year,quarter,day_of_month,week_of_year,units_sold_lag_7,units_sold_lag_14,units_sold_rolling_mean_7,units_sold_rolling_std_7,units_sold_rolling_mean_30,units_sold_rolling_std_30,is_weekend,day_of_month_sin,day_of_month_cos,month_sin,month_cos,quarter_sin,quarter_cos,price_category,stock_ratio,needs_reorder,category_Apparel,category_Beauty,category_Electronics,category_Home,category_Sports,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,product_id_encoded,price_category_encoded
2022-03-04,P001,Electronics,11.0,23661.89,138,45,0,0.0,Friday,3,13,2022,1,4,9,8.0,,15.142857142857142,6.718843437888484,14.9,5.685263601823773,0,0.72479278722912,0.6889669190756866,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,High,3.0,0,False,False,True,False,False,True,False,False,False,False,False,False,0,0
2022-03-05,P001,Electronics,23.0,24332.36,115,45,0,0.0,Saturday,3,13,2022,1,5,9,9.0,,15.571428571428571,6.267831705280088,14.545454545454545,5.52021079966402,1,0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,Very High,2.5,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-03-08,P001,Electronics,18.0,24824.87,97,45,0,0.0,Tuesday,3,13,2022,1,8,10,25.0,,17.571428571428573,6.051367417290709,15.25,5.801645534595414,0,0.9987165071710528,-0.05064916883871264,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,Very High,2.108695652173913,0,False,False,True,False,False,False,False,False,False,False,True,False,0,3
2022-03-14,P001,Electronics,15.0,24819.51,82,45,0,0.0,Monday,3,13,2022,1,14,11,20.0,,16.571428571428573,5.126959555693246,15.461538461538462,5.606772461576931,0,0.29936312297335804,-0.9541392564000488,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,Very High,1.7826086956521738,0,False,False,True,False,False,False,True,False,False,False,False,False,0,3
2022-03-16,P001,Electronics,20.0,24196.41,62,45,0,0.0,Wednesday,3,13,2022,1,16,11,20.0,15.0,15.857142857142858,4.913538149119955,15.428571428571429,5.388224849889529,0,-0.10116832198743204,-0.9948693233918952,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,High,1.3478260869565217,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0
2022-03-17,P001,Electronics,24.0,24617.22,176,45,1,25.5,Thursday,3,13,2022,1,17,11,9.0,11.0,15.857142857142858,4.913538149119955,15.733333333333333,5.3246953858771064,0,-0.2993631229733582,-0.9541392564000488,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,Very High,3.8260869565217392,0,False,False,True,False,False,False,False,False,False,True,False,False,0,3
2022-03-23,P001,Electronics,25.0,23599.38,151,45,0,0.0,Wednesday,3,13,2022,1,23,12,15.0,17.0,18.0,4.690415759823431,16.25,5.5437652667959645,0,-0.9987165071710528,-0.05064916883871355,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,High,3.282608695652174,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0
2022-03-26,P001,Electronics,18.0,24478.3,133,45,0,0.0,Saturday,3,13,2022,1,26,12,11.0,8.0,19.428571428571427,5.126959555693247,16.764705882352942,5.772016672757299,1,-0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,Very High,2.891304347826087,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-03-31,P001,Electronics,18.0,24628.2,115,45,0,0.0,Thursday,3,13,2022,1,31,13,23.0,9.0,20.428571428571427,3.6903993847614425,16.833333333333332,5.607243214859529,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,Very High,2.5,0,False,False,True,False,False,False,False,False,False,True,False,False,0,3
2022-04-03,P001,Electronics,28.0,24030.11,87,45,0,0.0,Sunday,4,13,2022,2,3,13,18.0,25.0,19.714285714285715,3.5923198500080584,16.894736842105264,5.455830080871748,1,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,High,1.891304347826087,0,False,False,True,False,False,False,False,False,True,False,False,False,0,0
2022-04-04,P001,Electronics,28.0,24933.28,69,45,0,0.0,Monday,4,13,2022,2,4,14,15.0,20.0,21.142857142857142,4.6342410895626145,17.45,5.862234170833182,0,0.72479278722912,0.6889669190756866,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,Very High,1.5,0,False,False,True,False,False,False,True,False,False,False,False,False,0,3
2022-04-26,P001,Electronics,17.0,24215.21,52,45,0,0.0,Tuesday,4,13,2022,2,26,17,20.0,20.0,23.0,4.358898943540677,17.952380952380953,6.160163881555348,0,-0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,High,1.1304347826086956,0,False,False,True,False,False,False,False,False,False,False,True,False,0,0
2022-04-30,P001,Electronics,21.0,24938.69,161,45,0,0.0,Saturday,4,13,2022,2,30,17,24.0,9.0,22.571428571428573,4.825527358301298,17.90909090909091,6.0151324326084605,1,-0.20129852008866114,0.9795299412524943,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,Very High,3.5,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-05-04,P001,Electronics,15.0,23861.7,146,45,0,0.0,Wednesday,5,13,2022,2,4,18,25.0,15.0,22.142857142857142,4.810702354423641,18.043478260869566,5.9120697873046515,0,0.72479278722912,0.6889669190756866,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,High,3.1739130434782608,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0
2022-05-09,P001,Electronics,10.0,23952.02,136,45,0,0.0,Monday,5,13,2022,2,9,19,18.0,11.0,20.714285714285715,5.282495802626057,17.916666666666668,5.815396854876728,0,0.9680771188662043,-0.2506525322587204,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,High,2.9565217391304346,0,False,False,True,False,False,False,True,False,False,False,False,False,0,0
2022-05-14,P001,Electronics,27.0,23801.94,109,45,0,0.0,Saturday,5,13,2022,2,14,19,18.0,23.0,19.571428571428573,6.654751256486924,17.6,5.909032633745278,1,0.29936312297335804,-0.9541392564000488,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,High,2.369565217391304,0,False,False,True,False,False,False,False,True,False,False,False,False,0,0
2022-05-17,P001,Electronics,20.0,24620.44,89,45,0,0.0,Tuesday,5,13,2022,2,17,20,28.0,18.0,20.857142857142858,7.1514234347336165,17.96153846153846,6.076056413370562,0,-0.2993631229733582,-0.9541392564000488,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,Very High,1.934782608695652,0,False,False,True,False,False,False,False,False,False,False,True,False,0,3
2022-05-20,P001,Electronics,12.0,24466.93,77,45,0,0.0,Friday,5,13,2022,2,20,20,28.0,15.0,19.714285714285715,6.4216894379980145,18.037037037037038,5.970964884540995,0,-0.7907757369376986,-0.6121059825476627,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,Very High,1.673913043478261,0,False,False,True,False,False,True,False,False,False,False,False,False,0,3
2022-05-31,P001,Electronics,17.0,24170.57,60,45,0,0.0,Tuesday,5,13,2022,2,31,22,17.0,20.0,17.428571428571427,5.798193478924936,17.821428571428573,5.969388401134398,0,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,High,1.3043478260869565,0,False,False,True,False,False,False,False,False,False,False,True,False,0,0
2022-06-07,P001,Electronics,13.0,23971.88,47,45,0,0.0,Tuesday,6,13,2022,2,7,23,21.0,24.0,17.428571428571427,5.798193478924936,17.79310344827586,5.863807334249819,0,0.9884683243281114,0.1514277775045767,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,High,1.0217391304347827,0,False,False,True,False,False,False,False,False,False,False,True,False,0,0
2022-06-11,P001,Electronics,23.0,24293.41,123,45,0,0.0,Saturday,6,13,2022,2,11,23,15.0,25.0,16.285714285714285,5.765248931147316,17.633333333333333,5.827895659334676,1,0.7907757369376989,-0.6121059825476626,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,High,2.6739130434782608,0,False,False,True,False,False,False,False,True,False,False,False,False,0,0
2022-07-04,P001,Electronics,17.0,24563.21,106,45,0,0.0,Monday,7,13,2022,3,4,27,10.0,18.0,17.428571428571427,6.241184258807056,17.9,5.885985693680107,0,0.72479278722912,0.6889669190756866,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,Very High,2.3043478260869565,0,False,False,True,False,False,False,True,False,False,False,False,False,0,3
2022-07-21,P001,Electronics,22.0,23778.04,84,45,0,0.0,Thursday,7,13,2022,3,21,29,27.0,18.0,18.428571428571427,5.349677337844558,18.1,5.743662174293836,0,-0.8978045395707417,-0.44039415155763423,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,High,1.826086956521739,0,False,False,True,False,False,False,False,False,False,True,False,False,0,0
2022-07-23,P001,Electronics,25.0,24138.84,59,45,0,0.0,Saturday,7,13,2022,3,23,29,20.0,28.0,17.714285714285715,4.2314018840996335,18.266666666666666,5.783050938814177,1,-0.9987165071710528,-0.05064916883871355,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,High,1.2826086956521738,0,False,False,True,False,False,False,False,True,False,False,False,False,0,0
2022-07-27,P001,Electronics,10.0,23722.52,49,45,0,0.0,Wednesday,7,13,2022,3,27,30,12.0,28.0,18.428571428571427,5.028490259085157,18.833333333333332,5.571375941817017,0,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,High,1.065217391304348,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0
2022-07-30,P001,Electronics,14.0,24567.02,158,45,0,0.0,Saturday,7,13,2022,3,30,30,17.0,17.0,18.142857142857142,5.490251100164469,18.866666666666667,5.513202544696735,1,-0.20129852008866114,0.9795299412524943,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,Very High,3.4347826086956523,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-08-01,P001,Electronics,16.0,24768.88,142,45,0,0.0,Monday,8,13,2022,3,1,31,13.0,21.0,17.714285714285715,5.707138387268054,18.5,5.45672631428089,0,0.20129852008866006,0.9795299412524945,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,Very High,3.0869565217391304,0,False,False,True,False,False,False,True,False,False,False,False,False,0,3
2022-08-02,P001,Electronics,22.0,23652.56,120,45,0,0.0,Tuesday,8,13,2022,3,2,31,23.0,15.0,18.142857142857142,5.398412465054626,18.366666666666667,5.467668817590415,0,0.39435585511331855,0.9189578116202306,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,High,2.608695652173913,0,False,False,True,False,False,False,False,False,False,False,True,False,0,0
2022-08-08,P001,Electronics,24.0,24746.47,96,45,0,0.0,Monday,8,13,2022,3,8,32,17.0,10.0,18.0,5.259911279353169,18.433333333333334,5.500365714068996,0,0.9987165071710528,-0.05064916883871264,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,Very High,2.0869565217391304,0,False,False,True,False,False,False,True,False,False,False,False,False,0,3
2022-08-09,P001,Electronics,21.0,24180.51,75,45,0,0.0,Tuesday,8,13,2022,3,9,32,22.0,27.0,19.0,5.686240703077327,18.933333333333334,5.2910681623704825,0,0.9680771188662043,-0.2506525322587204,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,High,1.6304347826086956,0,False,False,True,False,False,False,False,False,False,False,True,False,0,0
2022-08-10,P001,Electronics,10.0,24364.46,65,45,0,0.0,Wednesday,8,13,2022,3,10,32,25.0,20.0,18.857142857142858,5.610364558225292,19.133333333333333,5.2505062700613925,0,0.8978045395707416,-0.4403941515576344,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,Very High,1.4130434782608696,0,False,False,True,False,False,False,False,False,False,False,False,True,0,3
2022-08-16,P001,Electronics,21.0,24749.54,138,45,0,0.0,Tuesday,8,13,2022,3,16,33,10.0,12.0,16.714285714285715,5.736267244886867,19.1,5.306794603667756,0,-0.10116832198743204,-0.9948693233918952,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,Very High,3.0,0,False,False,True,False,False,False,False,False,False,False,True,False,0,3
2022-08-28,P001,Electronics,23.0,24934.45,115,45,0,0.0,Sunday,8,13,2022,3,28,34,14.0,17.0,18.285714285714285,5.056820005836533,19.033333333333335,5.268535969732748,1,-0.5712682150947924,0.8207634412072763,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,Very High,2.5,0,False,False,True,False,False,False,False,False,True,False,False,False,0,3
2022-08-31,P001,Electronics,20.0,24725.51,95,45,0,0.0,Wednesday,8,13,2022,3,31,35,16.0,13.0,19.571428571428573,4.9280538030458105,19.2,5.3136129665812755,0,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,Very High,2.0652173913043477,0,False,False,True,False,False,False,False,False,False,False,False,True,0,3
2022-09-08,P001,Electronics,7.0,24373.35,88,45,0,0.0,Thursday,9,13,2022,3,8,36,22.0,23.0,20.142857142857142,4.670066788550651,19.366666666666667,5.255429595179164,0,0.9987165071710528,-0.05064916883871264,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,Very High,1.9130434782608696,0,False,False,True,False,False,False,False,False,False,True,False,False,0,3
2022-09-10,P001,Electronics,31.0,24634.71,57,45,0,0.0,Saturday,9,13,2022,3,10,36,24.0,17.0,18.0,6.6833125519211425,18.933333333333334,5.717084700375214,1,0.8978045395707416,-0.4403941515576344,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,Very High,1.2391304347826086,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-09-21,P001,Electronics,15.0,23724.24,209,45,0,0.0,Wednesday,9,13,2022,3,21,38,21.0,22.0,19.0,8.103497187428813,19.166666666666668,6.063362748186186,0,-0.8978045395707417,-0.44039415155763423,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,High,4.543478260869565,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0
2022-09-23,P001,Electronics,21.0,23597.12,188,45,0,0.0,Friday,9,13,2022,3,23,38,10.0,25.0,18.142857142857142,8.173709305420877,18.833333333333332,6.006222826675526,0,-0.9987165071710528,-0.05064916883871355,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,High,4.086956521739131,0,False,False,True,False,False,True,False,False,False,False,False,False,0,0
2022-09-24,P001,Electronics,26.0,24851.86,162,45,0,0.0,Saturday,9,13,2022,3,24,38,21.0,10.0,19.714285714285715,7.364651739090941,18.933333333333334,6.01683462051058,1,-0.9884683243281114,0.15142777750457667,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,Very High,3.5217391304347827,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-09-27,P001,Electronics,21.0,24275.42,141,45,0,0.0,Tuesday,9,13,2022,3,27,39,23.0,14.0,20.428571428571427,7.7428922859859615,19.2,6.149852815732454,0,-0.72479278722912,0.6889669190756865,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,High,3.0652173913043477,0,False,False,True,False,False,False,False,False,False,False,True,False,0,0
2022-10-01,P001,Electronics,45.0,24658.49,96,45,0,0.0,Saturday,10,13,2022,4,1,39,20.0,16.0,20.142857142857142,7.668736780560653,18.966666666666665,5.933443108890214,1,0.20129852008866006,0.9795299412524945,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,Very High,2.0869565217391304,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-10-02,P001,Electronics,41.0,30231.729999999996,55,45,1,13.2,Sunday,10,13,2022,4,2,39,7.0,22.0,23.714285714285715,12.120427463780384,19.533333333333335,7.445124918862761,1,0.39435585511331855,0.9189578116202306,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,Very High,1.1956521739130435,0,False,False,True,False,False,False,False,False,True,False,False,False,0,3
2022-10-04,P001,Electronics,42.0,24245.02,155,45,1,30.2,Tuesday,10,13,2022,4,4,40,31.0,24.0,28.571428571428573,11.073348527841402,20.333333333333332,8.392662367163078,0,0.72479278722912,0.6889669190756866,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,High,3.369565217391304,0,False,False,True,False,False,False,False,False,False,False,True,False,0,0
2022-10-22,P001,Electronics,25.0,24415.82,130,45,0,0.0,Saturday,10,13,2022,4,22,42,15.0,21.0,30.142857142857142,12.198750911856651,21.033333333333335,9.27913244062044,1,-0.9680771188662041,-0.2506525322587213,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,Very High,2.8260869565217392,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-10-24,P001,Electronics,26.0,23662.16,104,45,1,20.9,Monday,10,13,2022,4,24,43,21.0,10.0,31.571428571428573,10.612212192518921,21.366666666666667,9.234430824023647,0,-0.9884683243281114,0.15142777750457667,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,High,2.260869565217391,0,False,False,True,False,False,False,True,False,False,False,False,False,0,0
2022-10-29,P001,Electronics,38.0,24019.6,66,45,0,0.0,Saturday,10,13,2022,4,29,43,26.0,21.0,32.285714285714285,9.92831448793944,21.9,9.01473888925127,1,-0.3943558551133187,0.9189578116202306,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,High,1.434782608695652,0,False,False,True,False,False,False,False,True,False,False,False,False,0,0
2022-10-30,P001,Electronics,38.0,23977.11,131,45,0,0.0,Sunday,10,13,2022,4,30,43,21.0,23.0,34.0,9.695359714832636,22.266666666666666,9.442871178405111,1,-0.20129852008866114,0.9795299412524943,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,High,2.847826086956522,0,False,False,True,False,False,False,False,False,True,False,False,False,0,0
2022-11-03,P001,Electronics,38.0,24664.22,105,45,0,0.0,Thursday,11,13,2022,4,3,44,45.0,20.0,36.42857142857143,7.849780100044019,22.866666666666667,9.856674032781322,0,0.5712682150947923,0.8207634412072763,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,Very High,2.282608695652174,0,False,False,True,False,False,False,False,False,False,True,False,False,0,3
2022-11-05,P001,Electronics,31.0,24257.96,74,45,0,0.0,Saturday,11,13,2022,4,5,44,41.0,7.0,35.42857142857143,6.972736021035582,23.733333333333334,10.01010983209348,1,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,High,1.608695652173913,0,False,False,True,False,False,False,False,True,False,False,False,False,0,0
2022-11-12,P001,Electronics,26.0,24409.55,48,45,0,0.0,Saturday,11,13,2022,4,12,45,42.0,31.0,34.0,6.65832811847936,24.2,10.011717273206457,1,0.6513724827222223,-0.758758122692791,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,Very High,1.0434782608695652,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-11-15,P001,Electronics,29.0,24055.81,145,45,0,0.0,Tuesday,11,13,2022,4,15,46,25.0,15.0,31.714285714285715,6.183695920571687,24.633333333333333,9.789097853306453,0,0.10116832198743272,-0.994869323391895,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,High,3.152173913043478,0,False,False,True,False,False,False,False,False,False,False,True,False,0,0
2022-11-16,P001,Electronics,38.0,24501.15,107,45,0,0.0,Wednesday,11,13,2022,4,16,46,26.0,21.0,32.285714285714285,5.6188458397991505,24.833333333333332,9.815832858837984,0,-0.10116832198743204,-0.9948693233918952,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,Very High,2.3260869565217392,0,False,False,True,False,False,False,False,False,False,False,False,True,0,3
2022-11-20,P001,Electronics,42.0,24192.85,65,45,0,0.0,Sunday,11,13,2022,4,20,46,38.0,26.0,34.0,5.196152422706591,25.533333333333335,9.98527651727465,1,-0.7907757369376986,-0.6121059825476627,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,High,1.4130434782608696,0,False,False,True,False,False,False,False,False,True,False,False,False,0,0
2022-12-02,P001,Electronics,42.0,24045.77,146,45,0,0.0,Friday,12,13,2022,4,2,48,38.0,21.0,34.57142857142857,5.883795341363189,26.2,10.40026524860684,0,0.39435585511331855,0.9189578116202306,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,High,3.1739130434782608,0,False,False,True,False,False,True,False,False,False,False,False,False,0,0
2022-12-07,P001,Electronics,19.0,24684.86,127,45,0,0.0,Wednesday,12,13,2022,4,7,49,38.0,45.0,35.142857142857146,6.440201120787301,26.766666666666666,10.788510278207474,0,0.9884683243281114,0.1514277775045767,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,Very High,2.760869565217391,0,False,False,True,False,False,False,False,False,False,False,False,True,0,3
2022-12-10,P001,Electronics,29.0,24575.56,98,45,0,0.0,Saturday,12,13,2022,4,10,49,31.0,41.0,32.42857142857143,8.657504314314869,27.066666666666666,10.425212586382312,1,0.8978045395707416,-0.4403941515576344,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,Very High,2.130434782608696,0,False,False,True,False,False,False,False,True,False,False,False,False,0,3
2022-12-21,P001,Electronics,26.0,23851.94,72,45,0,0.0,Wednesday,12,13,2022,4,21,51,26.0,42.0,32.142857142857146,8.745066636463676,27.566666666666666,10.13251282219538,0,-0.8978045395707417,-0.44039415155763423,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,High,1.565217391304348,0,False,False,True,False,False,False,False,False,False,False,False,True,0,0
2022-12-22,P001,Electronics,32.0,24454.45,194,45,0,0.0,Thursday,12,13,2022,4,22,51,29.0,25.0,32.142857142857146,8.745066636463676,27.9,9.900714011172843,0,-0.9680771188662041,-0.2506525322587213,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,Very High,4.217391304347826,0,False,False,True,False,False,False,False,False,False,True,False,False,0,3
2022-12-28,P001,Electronics,29.0,24956.89,165,45,0,0.0,Wednesday,12,13,2022,4,28,52,38.0,26.0,32.57142857142857,8.638231741453065,28.233333333333334,9.863493587321187,0,-0.5712682150947924,0.8207634412072763,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,Very High,3.5869565217391304,0,False,False,True,False,False,False,False,False,False,False,False,True,0,3
2022-12-30,P001,Electronics,26.0,24886.09,139,45,0,0.0,Friday,12,13,2022,4,30,52,42.0,38.0,31.285714285714285,8.360906763309922,28.4,9.831686984720221,0,-0.20129852008866114,0.9795299412524943,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,Very High,3.0217391304347827,0,False,False,True,False,False,True,False,False,False,False,False,False,0,3
2023-01-01,P001,Electronics,21.0,24669.83,118,45,0,0.0,Sunday,1,13,2023,1,1,52,42.0,38.0,29.0,7.023769168568479,28.566666666666666,9.7439046670685,1,0.20129852008866006,0.9795299412524945,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,Very High,2.5652173913043477,0,False,False,True,False,False,False,False,False,True,False,False,False,0,3
